Category,Product,Warehouse,Zip,Date,Time,Order Demand,Value
Worksuite 1000,MindVis,Montcalm,24701,25/01/2019,20:40:00,27,437.66
Worksuite 1000,FillForm,Montcalm,24701,30/01/2019,20:40:00,2600,344.24
Worksuite 1000,QDrive,Montcalm,24701,23/11/2018,18:30:00,10,283.01
BI Stack,BI Visualiser,Montcalm,24701,10/12/2018,20:00:00,180,128.54
Worksuite 1000,Wordwrite,Montcalm,24701,21/03/2019,20:00:00,4000,467.22
Worksuite 1000,VideoRight,Montcalm,24701,26/11/2018,18:30:00,20,601.56
Worksuite 1000,Sociplace,Montcalm,24701,11/12/2018,18:54:00,4,255
Worksuite 1000,PublishIt,Montcalm,24701,25/12/2018,21:00:00,20,621.87
Worksuite 1000,Interchange,Montcalm,24701,18/12/2018,19:45:00,8,148.23
Worksuite 1000,PlanAhead,Montcalm,24701,19/11/2018,19:00:00,48,407.99
Worksuite 1000,QNote,Montcalm,24701,05/02/2019,19:30:00,281,575.24
BI Stack,BI Visualiser,Montcalm,24701,21/03/2019,20:00:00,300,128.54
TBOX,TBOX S3,Montcalm,24701,11/02/2019,19:10:00,60,185.25
Worksuite 1000,Spreadcel,Montcalm,24701,26/12/2018,20:00:00,5000,157.28
Worksuite 1000,VideoRight,Montcalm,24701,19/11/2018,19:00:00,2500,601.56
Worksuite 1000,Wordwrite,Montcalm,24701,30/01/2019,20:40:00,28,467.22
Worksuite 1000,Wordwrite,Montcalm,24701,08/11/2018,20:00:00,1,467.22
TBOX,TBOX,Montcalm,24701,27/12/2018,20:30:00,500,504.01
Worksuite 1000,EmailOut,Montcalm,24701,21/01/2019,19:05:00,2,91.09
Worksuite 1000,QDrive,Montcalm,24701,15/02/2019,20:33:00,4000,283.01
Worksuite 1000,DoneIt,Montcalm,24701,05/02/2019,19:30:00,10,63.26
TBOX,TBOX,Montcalm,24701,10/12/2018,20:00:00,30,504.01
Worksuite 1000,SlidePoint,Montcalm,24701,06/03/2019,18:59:00,10,364.39
Worksuite 1000,PlanAhead,Montcalm,24701,21/03/2019,20:00:00,4000,407.99
Worksuite 1000,DoneIt,Montcalm,24701,12/03/2019,20:33:00,2058,63.26
Worksuite 1000,EmailOut,Montcalm,24701,06/03/2019,18:59:00,100,91.09
Worksuite 1000,Wordwrite,Montcalm,24701,18/12/2018,19:45:00,60,467.22
Worksuite 1000,Streamer,Montcalm,24701,22/01/2019,21:00:00,1,256.554
Worksuite 1000,MindVis,Montcalm,24701,28/01/2019,18:40:00,2,437.66
Worksuite 1000,MindVis,Montcalm,24701,12/02/2019,21:00:00,14,437.66
Worksuite 1000,ShareIt,Montcalm,24701,12/02/2019,21:00:00,500,197.11
Worksuite 1000,DoneIt,Montcalm,24701,22/03/2019,18:45:00,390,63.26
Worksuite 1000,Spreadcel,Montcalm,24701,10/01/2019,18:55:00,12500,157.28
Worksuite 1000,Wordwrite,Montcalm,24701,23/01/2019,19:30:00,40,467.22
Worksuite 1000,Sociplace,Montcalm,24701,01/11/2018,19:30:00,20,255
Worksuite 1000,Spreadcel,Montcalm,24701,27/12/2018,20:30:00,5000,157.28
Worksuite 1000,QDrive,Montcalm,24701,20/12/2018,21:00:00,6,283.01
Worksuite 1000,Sociplace,Montcalm,24701,06/02/2019,20:35:00,9,255
BI Stack,BiFlow,Montcalm,24701,07/11/2018,20:00:00,4,160
Worksuite 1000,PublishIt,Montcalm,24701,16/11/2018,20:02:00,84,621.87
Worksuite 1000,PublishIt,Montcalm,24701,17/01/2019,21:00:00,2,621.87
Worksuite 1000,DoneIt,Montcalm,24701,25/01/2019,20:40:00,14,63.26
Worksuite 1000,ShareIt,Montcalm,24701,20/12/2018,21:00:00,4,197.11
Worksuite 1000,StorSQL,Montcalm,24701,01/02/2019,20:30:00,4000,413.3
Worksuite 1000,Tribes,Montcalm,24701,20/11/2018,19:47:00,6200,147.33
BI Stack,BiFlow,Montcalm,24701,06/12/2018,19:15:00,91500,160
Worksuite 1000,Slackala,Montcalm,24701,22/01/2019,21:00:00,300,591.88
Worksuite 1000,QNote,Montcalm,24701,15/02/2019,20:33:00,8,575.24
Worksuite 1000,MindVis,Montcalm,24701,21/11/2018,20:30:00,10,437.66
Worksuite 1000,SlidePoint,Montcalm,24701,25/01/2019,20:40:00,10,364.39
Worksuite 1000,Streamer,Montcalm,24701,19/02/2019,20:00:00,200,256.554
Worksuite 1000,ShareIt,Montcalm,24701,12/11/2018,21:00:00,200,197.11
Worksuite 1000,Whathype,Montcalm,24701,19/02/2019,20:00:00,500,396.33
Worksuite 1000,EmailOut,Montcalm,24701,06/02/2019,20:35:00,64,91.09
Worksuite 1000,QNote,Montcalm,24701,22/01/2019,21:00:00,2000,575.24
Worksuite 1000,Wordwrite,Montcalm,24701,07/11/2018,20:00:00,2000,467.22
Worksuite 1000,PlanAhead,Montcalm,24701,18/12/2018,19:45:00,120,407.99
Worksuite 1000,QNote,Montcalm,24701,22/03/2019,18:45:00,10000,575.24
Worksuite 1000,Whathype,Montcalm,24701,21/03/2019,20:00:00,600,396.33
Worksuite 1000,PlanAhead,Montcalm,24701,01/03/2019,20:45:00,500,407.99
Worksuite 1000,MindVis,Montcalm,24701,28/12/2018,19:00:00,22,437.66
Worksuite 1000,VideoRight,Montcalm,24701,26/02/2019,8:45:00,4,601.56
Worksuite 1000,StorSQL,Montcalm,24701,25/01/2019,20:40:00,2000,413.3
Worksuite 1000,StorSQL,Montcalm,24701,31/10/2018,8:35:00,100,413.3
Worksuite 1000,Sociplace,Montcalm,24701,02/01/2019,20:10:00,4000,255
Worksuite 1000,EmailOut,Montcalm,24701,11/02/2019,19:10:00,100,91.09
Worksuite 1000,EmailOut,Montcalm,24701,30/01/2019,20:40:00,15,91.09
Worksuite 1000,Streamer,Montcalm,24701,30/10/2018,9:00:00,5,256.554
Worksuite 1000,SlidePoint,Montcalm,24701,12/02/2019,21:00:00,300,364.39
Worksuite 1000,ShareIt,Montcalm,24701,29/11/2018,20:00:00,100,197.11
Worksuite 1000,QDrive,Montcalm,24701,19/03/2019,18:57:00,200,283.01
Worksuite 1000,MindVis,Montcalm,24701,01/01/2019,20:30:00,15,437.66
Worksuite 1000,Slackala,Montcalm,24701,22/02/2019,20:00:00,5,591.88
Worksuite 1000,FillForm,Montcalm,24701,25/01/2019,20:40:00,1,344.24
Worksuite 1000,QDrive,Montcalm,24701,02/01/2019,20:10:00,2,283.01
BI Stack,BI Visualiser,Montcalm,24701,11/02/2019,19:10:00,500,128.54
Worksuite 1000,QDrive,Montcalm,24701,20/11/2018,19:47:00,5000,283.01
Worksuite 1000,SlidePoint,Montcalm,24701,10/12/2018,20:00:00,500,364.39
Worksuite 1000,Wordwrite,Montcalm,24701,28/01/2019,18:40:00,36,467.22
TBOX,TBOX S3,Montcalm,24701,01/01/2019,20:30:00,2000,185.25
Worksuite 1000,QDrive,Montcalm,24701,21/03/2019,20:00:00,5,283.01
Worksuite 1000,MindVis,Montcalm,24701,25/02/2019,19:00:00,12,437.66
TBOX,TBOX,Montcalm,24701,06/02/2019,20:35:00,4000,504.01
Worksuite 1000,Interchange,Montcalm,24701,30/01/2019,20:40:00,20,148.23
Worksuite 1000,Tribes,Montcalm,24701,10/01/2019,18:55:00,30,147.33
Worksuite 1000,FillForm,Montcalm,24701,07/01/2019,18:54:00,15000,344.24
TBOX,TBOX S3,Montcalm,24701,14/12/2018,19:51:00,300,185.25
Worksuite 1000,Spreadcel,Montcalm,24701,15/02/2019,20:33:00,39000,157.28
TBOX,TBOX S3,Montcalm,24701,18/02/2019,7:45:00,1,185.25
Worksuite 1000,DoneIt,Montcalm,24701,14/03/2019,20:45:00,50,63.26
Worksuite 1000,Spreadcel,Montcalm,24701,12/11/2018,21:00:00,7,157.28
Worksuite 1000,Sociplace,Montcalm,24701,30/11/2018,19:33:00,96,255
Worksuite 1000,Tribes,Montcalm,24701,25/12/2018,21:00:00,2000,147.33
Worksuite 1000,MindVis,Montcalm,24701,20/11/2018,19:47:00,12,437.66
Worksuite 1000,VideoRight,Montcalm,24701,05/02/2019,19:30:00,990,601.56
BI Stack,BI Visualiser,Montcalm,24701,15/02/2019,20:33:00,36,128.54
TBOX,TBOX S3,Montcalm,24701,01/02/2019,20:30:00,3000,185.25
Worksuite 1000,EmailOut,Montcalm,24701,25/02/2019,19:00:00,50,91.09
Worksuite 1000,QDrive,Montcalm,24701,18/01/2019,18:30:00,800,283.01
Worksuite 1000,Sociplace,Montcalm,24701,14/11/2018,19:50:00,2,255
BI Stack,BiFlow,Montcalm,24701,12/11/2018,21:00:00,300,160
Worksuite 1000,DoneIt,Montcalm,24701,24/12/2018,19:30:00,500,63.26
TBOX,TBOX S3,Montcalm,24701,20/12/2018,21:00:00,2,185.25
BI Stack,BIApps,Montcalm,24701,31/01/2019,19:00:00,3000,401.99
Worksuite 1000,FillForm,Montcalm,24701,22/03/2019,18:45:00,25000,344.24
Worksuite 1000,MindVis,Montcalm,24701,01/01/2019,20:30:00,100,437.66
Worksuite 1000,StorSQL,Montcalm,24701,10/01/2019,18:55:00,6,413.3
Worksuite 1000,Slackala,Montcalm,24701,22/03/2019,18:45:00,500,591.88
Worksuite 1000,Slackala,Montcalm,24701,19/12/2018,9:00:00,100,591.88
Worksuite 1000,EmailOut,Montcalm,24701,12/11/2018,21:00:00,200,91.09
Worksuite 1000,VideoRight,Montcalm,24701,01/01/2019,20:30:00,2147,601.56
Worksuite 1000,SlidePoint,Montcalm,24701,05/11/2018,20:00:00,92,364.39
Worksuite 1000,Streamer,Montcalm,24701,13/11/2018,21:00:00,54,256.554
BI Stack,BiFlow,Montcalm,24701,03/12/2018,21:00:00,1600,160
Worksuite 1000,QDrive,Montcalm,24701,20/11/2018,19:47:00,280,283.01
Worksuite 1000,Sociplace,Montcalm,24701,17/01/2019,21:00:00,10000,255
BI Stack,BiFlow,Montcalm,24701,21/03/2019,20:00:00,25000,160
Worksuite 1000,QDrive,Montcalm,24701,17/12/2018,18:50:00,50,283.01
Worksuite 1000,Tribes,Montcalm,24701,05/12/2018,18:55:00,500,147.33
Worksuite 1000,PlanAhead,Montcalm,24701,21/01/2019,19:05:00,2000,407.99
Worksuite 1000,DoneIt,Montcalm,24701,12/02/2019,21:00:00,50,63.26
TBOX,TBOX,Montcalm,24701,17/01/2019,21:00:00,100,504.01
Worksuite 1000,Spreadcel,Montcalm,24701,20/12/2018,21:00:00,25,157.28
BI Stack,BI Visualiser,Montcalm,24701,19/12/2018,9:00:00,100,128.54
Worksuite 1000,Wordwrite,Montcalm,24701,25/12/2018,21:00:00,2,467.22
Worksuite 1000,EmailOut,Montcalm,24701,18/03/2019,19:45:00,55,91.09
Worksuite 1000,SlidePoint,Montcalm,24701,25/02/2019,19:00:00,1500,364.39
Worksuite 1000,Whathype,Montcalm,24701,04/03/2019,19:15:00,20,396.33
TBOX,TBOX S3,Montcalm,24701,01/01/2019,20:30:00,246,185.25
Worksuite 1000,EmailOut,Montcalm,24701,05/02/2019,19:30:00,60,91.09
Worksuite 1000,Streamer,Montcalm,24701,11/03/2019,18:30:00,45,256.554
Worksuite 1000,EmailOut,Montcalm,24701,13/03/2019,19:56:00,10,91.09
Worksuite 1000,Sociplace,Montcalm,24701,25/02/2019,19:00:00,1,255
Worksuite 1000,Interchange,Montcalm,24701,28/11/2018,8:45:00,16,148.23
Worksuite 1000,Interchange,Montcalm,24701,17/01/2019,21:00:00,30,148.23
Worksuite 1000,Streamer,Montcalm,24701,25/12/2018,21:00:00,198,256.554
Worksuite 1000,Tribes,Montcalm,24701,27/11/2018,19:10:00,20,147.33
Worksuite 1000,PlanAhead,Montcalm,24701,03/12/2018,21:00:00,6,407.99
Worksuite 1000,EmailOut,Montcalm,24701,08/11/2018,20:00:00,99,91.09
BI Stack,BI Visualiser,Montcalm,24701,01/11/2018,19:30:00,70,128.54
Worksuite 1000,EmailOut,Montcalm,24701,01/01/2019,20:30:00,183,91.09
TBOX,TBOX,Montcalm,24701,23/11/2018,18:30:00,30,504.01
Worksuite 1000,Spreadcel,Montcalm,24701,31/01/2019,19:00:00,7,157.28
Worksuite 1000,Tribes,Montcalm,24701,24/12/2018,19:30:00,20,147.33
Worksuite 1000,Whathype,Montcalm,24701,14/02/2019,18:45:00,20,396.33
BI Stack,BI Visualiser,Montcalm,24701,22/02/2019,20:00:00,270,128.54
TBOX,TBOX S3,Montcalm,24701,12/11/2018,21:00:00,48,185.25
Worksuite 1000,Interchange,Montcalm,24701,29/11/2018,20:00:00,30,148.23
Worksuite 1000,StorSQL,Montcalm,24701,20/02/2019,20:55:00,1,413.3
TBOX,TBOX,Montcalm,24701,17/01/2019,21:00:00,30,504.01
Worksuite 1000,Spreadcel,Montcalm,24701,14/12/2018,19:51:00,7,157.28
Worksuite 1000,VideoRight,Montcalm,24701,20/12/2018,21:00:00,2,601.56
TBOX,TBOX S3,Montcalm,24701,06/03/2019,18:59:00,42,185.25
BI Stack,BI Visualiser,Montcalm,24701,07/01/2019,18:54:00,3,128.54
Worksuite 1000,Tribes,Montcalm,24701,21/12/2018,20:35:00,80,147.33
TBOX,TBOX S3,Montcalm,24701,18/03/2019,19:45:00,30,185.25
Worksuite 1000,Sociplace,Montcalm,24701,20/12/2018,21:00:00,5,255
Worksuite 1000,Streamer,Montcalm,24701,01/11/2018,19:30:00,46,256.554
Worksuite 1000,Whathype,Montcalm,24701,20/12/2018,21:00:00,5,396.33
BI Stack,BI Visualiser,Montcalm,24701,17/01/2019,21:00:00,60,128.54
Worksuite 1000,Tribes,Montcalm,24701,22/02/2019,20:00:00,10,147.33
BI Stack,BI Visualiser,Montcalm,24701,10/12/2018,20:00:00,2,128.54
BI Stack,BI Visualiser,Montcalm,24701,18/03/2019,19:45:00,30,128.54
Worksuite 1000,Streamer,Montcalm,24701,01/03/2019,20:45:00,13,256.554
Worksuite 1000,Streamer,Montcalm,24701,30/11/2018,19:33:00,40,256.554
TBOX,TBOX S3,Montcalm,24701,04/01/2019,18:50:00,6,185.25
TBOX,TBOX S3,Montcalm,24701,06/02/2019,20:35:00,138,185.25
BI Stack,BI Visualiser,Montcalm,24701,17/01/2019,21:00:00,80,128.54
Worksuite 1000,Spreadcel,Montcalm,24701,15/02/2019,20:33:00,10,157.28
Worksuite 1000,Whathype,Montcalm,24701,22/02/2019,20:00:00,100,396.33
Worksuite 1000,Tribes,Montcalm,24701,06/02/2019,20:35:00,46,147.33
Worksuite 1000,QNote,Montcalm,24701,29/11/2018,20:00:00,2,575.24
Worksuite 1000,StorSQL,Montcalm,24701,14/11/2018,19:50:00,3,413.3
TBOX,TBOX S3,Montcalm,24701,31/01/2019,19:00:00,168,185.25
BI Stack,BiFlow,Montcalm,24701,04/01/2019,18:50:00,3,160
TBOX,TBOX S3,Montcalm,24701,25/01/2019,20:40:00,48,185.25
TBOX,TBOX S3,Montcalm,24701,19/02/2019,20:00:00,48,185.25
Worksuite 1000,ShareIt,Montcalm,24701,31/12/2018,19:00:00,4,197.11
Worksuite 1000,Whathype,Montcalm,24701,05/02/2019,19:30:00,3,396.33
Worksuite 1000,VideoRight,Montcalm,24701,28/12/2018,19:00:00,28,601.56
Worksuite 1000,PlanAhead,Montcalm,24701,15/11/2018,18:55:00,3,407.99
TBOX,TBOX,Montcalm,24701,12/11/2018,21:00:00,5,504.01
Worksuite 1000,ShareIt,Montcalm,24701,02/01/2019,20:10:00,4,197.11
Worksuite 1000,EmailOut,Montcalm,24701,17/01/2019,21:00:00,20,91.09
Worksuite 1000,Slackala,Montcalm,24701,12/11/2018,21:00:00,10,591.88
Worksuite 1000,StorSQL,Montcalm,24701,31/01/2019,19:00:00,2,413.3
Worksuite 1000,QNote,Montcalm,24701,20/12/2018,21:00:00,14,575.24
Worksuite 1000,Streamer,Montcalm,24701,30/01/2019,20:40:00,10,256.554
TBOX,TBOX S3,Montcalm,24701,28/01/2019,18:40:00,720,185.25
Worksuite 1000,Tribes,Montcalm,24701,15/01/2019,21:00:00,60,147.33
Worksuite 1000,Tribes,Montcalm,24701,25/01/2019,20:40:00,17,147.33
Worksuite 1000,Slackala,Montcalm,24701,14/11/2018,19:50:00,10,591.88
Worksuite 1000,ShareIt,Montcalm,24701,13/11/2018,21:00:00,1,197.11
Worksuite 1000,Spreadcel,Montcalm,24701,20/12/2018,21:00:00,6,157.28
Worksuite 1000,ShareIt,Montcalm,24701,09/01/2019,18:30:00,11,197.11
Worksuite 1000,Streamer,Montcalm,24701,12/11/2018,21:00:00,8,256.554
BI Stack,BIApps,Montcalm,24701,12/02/2019,21:00:00,26,401.99
BI Stack,BiFlow,Montcalm,24701,25/12/2018,21:00:00,3,160
Worksuite 1000,PublishIt,Montcalm,24701,27/02/2019,19:13:00,10,621.87
Worksuite 1000,EmailOut,Montcalm,24701,04/01/2019,18:50:00,60,91.09
Worksuite 1000,Sociplace,Montcalm,24701,21/02/2019,20:00:00,20,255
Worksuite 1000,SlidePoint,Montcalm,24701,04/12/2018,19:52:00,300,364.39
Worksuite 1000,QNote,Montcalm,24701,13/12/2018,21:00:00,6,575.24
Worksuite 1000,QNote,Montcalm,24701,12/02/2019,21:00:00,41,575.24
Worksuite 1000,EmailOut,Montcalm,24701,15/11/2018,18:55:00,20,91.09
Worksuite 1000,PlanAhead,Montcalm,24701,12/11/2018,21:00:00,96,407.99
Worksuite 1000,Spreadcel,Montcalm,24701,06/03/2019,18:59:00,10,157.28
Worksuite 1000,Sociplace,Montcalm,24701,25/01/2019,20:40:00,2,255
BI Stack,BI Visualiser,Montcalm,24701,06/11/2018,19:00:00,4,128.54
Worksuite 1000,Streamer,Montcalm,24701,18/03/2019,19:45:00,10,256.554
Worksuite 1000,Spreadcel,Montcalm,24701,24/01/2019,19:00:00,2,157.28
BI Stack,BiFlow,Montcalm,24701,23/01/2019,19:30:00,1,160
Worksuite 1000,Tribes,Montcalm,24701,26/12/2018,20:00:00,8,147.33
Worksuite 1000,Streamer,Montcalm,24701,26/02/2019,8:45:00,20,256.554
Worksuite 1000,Streamer,Montcalm,24701,22/03/2019,18:45:00,40,256.554
Worksuite 1000,QNote,Montcalm,24701,19/12/2018,9:00:00,26,575.24
Worksuite 1000,PublishIt,Montcalm,24701,25/12/2018,21:00:00,1,621.87
Worksuite 1000,StorSQL,Montcalm,24701,21/11/2018,20:30:00,1000,413.3
Worksuite 1000,Spreadcel,Montcalm,24701,29/11/2018,20:00:00,1000,157.28
TBOX,TBOX,Montcalm,24701,29/11/2018,20:00:00,1000,504.01
BI Stack,BI Visualiser,Montcalm,24701,07/03/2019,19:05:00,1000,128.54
Worksuite 1000,QDrive,Montcalm,24701,14/11/2018,19:50:00,1000,283.01
Worksuite 1000,Wordwrite,Montcalm,24701,21/03/2019,20:00:00,1000,467.22
Worksuite 1000,FillForm,Montcalm,24701,18/12/2018,19:45:00,1000,344.24
Worksuite 1000,FillForm,Montcalm,24701,04/01/2019,18:50:00,1000,344.24
Worksuite 1000,Slackala,Montcalm,24701,28/01/2019,18:40:00,1000,591.88
Worksuite 1000,PlanAhead,Montcalm,24701,12/11/2018,21:00:00,1000,407.99
Worksuite 1000,MindVis,Montcalm,24701,16/11/2018,20:02:00,1000,437.66
BI Stack,BiFlow,Montcalm,24701,03/12/2018,21:00:00,1000,160
Worksuite 1000,Slackala,Montcalm,24701,06/02/2019,20:35:00,1000,591.88
Worksuite 1000,Interchange,Montcalm,24701,10/12/2018,20:00:00,1000,148.23
Worksuite 1000,Interchange,Montcalm,24701,31/12/2018,19:00:00,1000,148.23
Worksuite 1000,ShareIt,Montcalm,24701,25/01/2019,20:40:00,1000,197.11
Worksuite 1000,VideoRight,Montcalm,24701,23/11/2018,18:30:00,1000,601.56
Worksuite 1000,Tribes,Montcalm,24701,22/03/2019,18:45:00,1000,147.33
Worksuite 1000,EmailOut,Montcalm,24701,06/11/2018,19:00:00,1000,91.09
Worksuite 1000,Spreadcel,Montcalm,24701,11/12/2018,18:54:00,1000,157.28
TBOX,TBOX,Montcalm,24701,14/01/2019,19:00:00,1000,504.01
Worksuite 1000,DoneIt,Montcalm,24701,21/01/2019,19:05:00,1000,63.26
TBOX,TBOX S3,Montcalm,24701,25/02/2019,19:00:00,1000,185.25
BI Stack,BI Visualiser,Montcalm,24701,21/03/2019,20:00:00,1000,128.54
Worksuite 1000,Interchange,Montcalm,24701,04/01/2019,18:50:00,1000,148.23
Worksuite 1000,QDrive,Montcalm,24701,01/11/2018,19:30:00,1000,283.01
BI Stack,BiFlow,Montcalm,24701,04/03/2019,19:15:00,1000,160
Worksuite 1000,Interchange,Montcalm,24701,29/11/2018,20:00:00,1000,148.23
Worksuite 1000,VideoRight,Montcalm,24701,12/11/2018,21:00:00,1000,601.56
Worksuite 1000,ShareIt,Montcalm,24701,11/03/2019,18:30:00,1000,197.11
Worksuite 1000,PublishIt,Montcalm,24701,14/03/2019,20:45:00,1000,621.87
Worksuite 1000,FillForm,Montcalm,24701,06/03/2019,18:59:00,1000,344.24
Worksuite 1000,FillForm,Montcalm,24701,01/03/2019,20:45:00,1000,344.24
Worksuite 1000,Interchange,Montcalm,24701,30/10/2018,9:00:00,1000,148.23
TBOX,TBOX,Montcalm,24701,25/01/2019,20:40:00,1000,504.01
BI Stack,BiFlow,Montcalm,24701,06/03/2019,18:59:00,1000,160
Worksuite 1000,Sociplace,Montcalm,24701,19/11/2018,19:00:00,1000,255
TBOX,TBOX,Montcalm,24701,20/12/2018,21:00:00,1000,504.01
TBOX,TBOX S3,Montcalm,24701,10/01/2019,18:55:00,1000,185.25
Worksuite 1000,Tribes,Montcalm,24701,20/12/2018,21:00:00,1000,147.33
Worksuite 1000,FillForm,Montcalm,24701,16/11/2018,20:02:00,1000,344.24
Worksuite 1000,VideoRight,Montcalm,24701,04/12/2018,19:52:00,1000,601.56
Worksuite 1000,Slackala,Montcalm,24701,21/01/2019,19:05:00,1000,591.88
Worksuite 1000,Slackala,Montcalm,24701,14/11/2018,19:50:00,1000,591.88
Worksuite 1000,Tribes,Montcalm,24701,04/01/2019,18:50:00,1000,147.33
Worksuite 1000,Wordwrite,Montcalm,24701,12/11/2018,21:00:00,1000,467.22
Worksuite 1000,VideoRight,Montcalm,24701,16/11/2018,20:02:00,1000,601.56
Worksuite 1000,EmailOut,Montcalm,24701,16/11/2018,20:02:00,1000,91.09
TBOX,TBOX,Montcalm,24701,24/12/2018,19:30:00,1000,504.01
BI Stack,BiFlow,Montcalm,24701,15/02/2019,20:33:00,1000,160
Worksuite 1000,MindVis,Montcalm,24701,22/11/2018,19:00:00,1000,437.66
Worksuite 1000,PlanAhead,Montcalm,24701,02/11/2018,18:35:00,1000,407.99
Worksuite 1000,Whathype,Montcalm,24701,12/11/2018,21:00:00,1000,396.33
Worksuite 1000,Tribes,Montcalm,24701,11/01/2019,20:30:00,1000,147.33
Worksuite 1000,VideoRight,Montcalm,24701,05/11/2018,20:00:00,1000,601.56
Worksuite 1000,QDrive,Montcalm,24701,12/11/2018,21:00:00,1000,283.01
TBOX,TBOX,Montcalm,24701,11/01/2019,20:30:00,1000,504.01
TBOX,TBOX S3,Montcalm,24701,18/03/2019,19:45:00,1000,185.25
Worksuite 1000,QDrive,Montcalm,24701,21/02/2019,20:00:00,1000,283.01
BI Stack,BI Visualiser,Montcalm,24701,11/03/2019,18:30:00,1000,128.54
Worksuite 1000,MindVis,Montcalm,24701,21/02/2019,20:00:00,1000,437.66
Worksuite 1000,StorSQL,Montcalm,24701,30/11/2018,19:33:00,1000,413.3
Worksuite 1000,EmailOut,Montcalm,24701,19/02/2019,20:00:00,1000,91.09
Worksuite 1000,FillForm,Montcalm,24701,05/11/2018,20:00:00,1000,344.24
Worksuite 1000,QDrive,Montcalm,24701,01/11/2018,19:30:00,1000,283.01
Worksuite 1000,MindVis,Montcalm,24701,17/01/2019,21:00:00,1000,437.66
TBOX,TBOX,Montcalm,24701,11/12/2018,18:54:00,1000,504.01
Worksuite 1000,StorSQL,Montcalm,24701,12/03/2019,20:33:00,1000,413.3
Worksuite 1000,EmailOut,Montcalm,24701,07/01/2019,18:54:00,1000,91.09
Worksuite 1000,MindVis,Montcalm,24701,03/12/2018,21:00:00,1000,437.66
Worksuite 1000,Wordwrite,Montcalm,24701,25/01/2019,20:40:00,1000,467.22
BI Stack,BI Visualiser,Montcalm,24701,30/10/2018,9:00:00,1000,128.54
Worksuite 1000,EmailOut,Montcalm,24701,13/12/2018,21:00:00,1000,91.09
Worksuite 1000,SlidePoint,Oakland Mills,17076,08/11/2018,20:00:00,100,364.39
Worksuite 1000,PublishIt,Oakland Mills,17076,16/10/2019,12:00:00,446,621.87
BI Stack,BIApps,Oakland Mills,17076,15/02/2018,17:34:00,100,401.99
Worksuite 1000,MindVis,Oakland Mills,17076,07/08/2018,22:54:00,500,437.66
TBOX,TBOX S3,Oakland Mills,17076,02/12/2019,13:00:00,80,185.25
TBOX,TBOX S3,Oakland Mills,17076,04/07/2019,14:20:00,100,185.25
Worksuite 1000,PublishIt,Oakland Mills,17076,09/02/2018,18:05:00,600,621.87
Worksuite 1000,SlidePoint,Oakland Mills,17076,15/04/2019,15:30:00,121,364.39
Worksuite 1000,SlidePoint,Oakland Mills,17076,03/12/2019,9:47:00,2,364.39
Worksuite 1000,StorSQL,Oakland Mills,17076,10/12/2018,20:00:00,3000,413.3
Worksuite 1000,StorSQL,Oakland Mills,17076,07/10/2019,12:27:00,2000,413.3
Worksuite 1000,MindVis,Oakland Mills,17076,30/08/2019,12:30:00,20,437.66
TBOX,TBOX S3,Oakland Mills,17076,16/04/2018,18:08:00,10,185.25
Worksuite 1000,Spreadcel,Oakland Mills,17076,19/04/2019,14:30:00,7000,157.28
Worksuite 1000,DoneIt,Oakland Mills,17076,04/09/2019,10:30:00,200,63.26
Worksuite 1000,Tribes,Oakland Mills,17076,08/10/2019,10:00:00,10,147.33
Worksuite 1000,MindVis,Oakland Mills,17076,29/08/2019,11:00:00,300,437.66
Worksuite 1000,Tribes,Oakland Mills,17076,05/12/2019,11:55:00,10,147.33
TBOX,TBOX S3,Oakland Mills,17076,17/10/2018,23:00:00,200,185.25
TBOX,TBOX,Oakland Mills,17076,16/04/2019,16:20:00,16,504.01
Worksuite 1000,PublishIt,Oakland Mills,17076,10/12/2018,20:00:00,24,621.87
BI Stack,BI Visualiser,Oakland Mills,17076,26/11/2019,11:30:00,2500,128.54
Worksuite 1000,DoneIt,Oakland Mills,17076,16/05/2018,18:00:00,400,63.26
Worksuite 1000,PlanAhead,Oakland Mills,17076,31/01/2018,18:15:00,1,407.99
Worksuite 1000,Slackala,Oakland Mills,17076,11/02/2019,19:10:00,68,591.88
Worksuite 1000,Sociplace,Oakland Mills,17076,20/11/2019,12:05:00,5,255
BI Stack,BiFlow,Oakland Mills,17076,02/08/2018,22:00:00,70,160
Worksuite 1000,Sociplace,Oakland Mills,17076,12/11/2019,13:00:00,75,255
Worksuite 1000,Tribes,Oakland Mills,17076,20/08/2019,11:30:00,2,147.33
Worksuite 1000,Sociplace,Oakland Mills,17076,25/03/2019,14:00:00,300,255
Worksuite 1000,MindVis,Oakland Mills,17076,17/07/2018,22:08:00,200,437.66
Worksuite 1000,EmailOut,Oakland Mills,17076,07/10/2019,12:27:00,30,91.09
Worksuite 1000,Slackala,Oakland Mills,17076,12/07/2018,22:00:00,500,591.88
Worksuite 1000,PublishIt,Oakland Mills,17076,06/02/2019,20:35:00,250,621.87
Worksuite 1000,SlidePoint,Oakland Mills,17076,11/06/2018,23:30:00,3,364.39
Worksuite 1000,Streamer,Oakland Mills,17076,04/11/2019,13:00:00,1,256.554
Worksuite 1000,MindVis,Oakland Mills,17076,10/09/2018,22:36:00,258,437.66
Worksuite 1000,EmailOut,Oakland Mills,17076,15/04/2019,15:30:00,80,91.09
